name,meaning,gender
Kushaal,Well Being; Happiness; Delighted; Proficient; Clever;,Boy
Kushaan,Clever; Brilliant; Intelligent; Smart; Skilled; Proficient,Boy
Kushadwaj,Name of Janak's Brother; One who is blessed with happiness and wellness,Boy
Kushaj,Lotus; Sacred Grass; Bright; Brilliant; Radiant; Luminant,Boy
Kushak,King; Ruler; Emperor; Leader; Chief,Boy
Kushan,Name of Son of Lord Rama; One who is happy and delighted,Boy
Kushank,One piece of grass; One who is happy and delighted,Boy
Kushik,One who is happy and delighted; Grandfather of Rishi Vishwamitra,Boy
Kushwah,Descendant from Kusha who was son of Lord Rama; Descendant of Suryavansh dynasty,Boy
Kushwaha,Descendant from Kusha who was son of Lord Rama; Descendant of Suryavansh dynasty,Boy
Kusumit,Blossomed; Flowering; Blooming; Flourishing; Budding,Boy
Kusumkar,Spring; Garden; Flowering; Blossoming; Blooming; Flourishing,Boy
Kutaiba,Lord of Flowers; Lord of Blooms; Lord of Blossoms; Lord of Spring,Boy
Kutaja,Good; Born in a Pitcher; Indra's Seed; A good seed,Boy
Kuzaiyadu,Wisdom; Knowledge; Intelligence; Brilliance,Boy
Laabh,Profit; Yield; Earned;Gain,Boy
Laal,Lovely; Beloved; Dear One; Red Colour; Pampered; Close to heart,Boy
Laalit,Loved; Pampered; Beloved; Close to heart; Dear One,Boy
Laalitya,Loved; Pampered; Beloved; Close to heart; Dear One,Boy
Labaka,Melodious Sounds; One with sweet voice,Boy
Labh,Profit; Yield; Earned;Gain,Boy
Labhsha,Lovely Person; Good hearted; Kind Spoken,Boy
Labuki,Musical Instrument; Melodious,Boy
Lachan,Bright Eyes; Brilliant and Beautiful Eyes; One with attractive eyes,Boy
Lachman,A name of younger brother of Ram; Variant spelling is Lakshman,Boy
Ladu,King; Ruler; Emperor; Leader; Chief,Boy
Lagan,Appropriate Time; Correct Time; Auspicious moment or time for beginning something,Boy
Laghu,Lovely; Pure; Young; Faultless; Quick; Light; Bright; Brilliant,Boy
Lagna,Auspicious moment or time; One of many names of Lord Ganesh as 'In The Form Of Auspiciousness',Boy
Lahban,Salt; An Indian Surname,Boy
Lahiri,Wave; An Indian Surname,Boy
Lailesh,One of many names of Lord Shiva,Boy
Lailush,One of many names of Lord Vishnu,Boy
Lajpat,Of keeping shame;,Boy
Lak,Wave,Boy
Lakesh,Cinnamon tree; It also has meaning as King of Sri Lanka,Boy
Lakhani,Gujarati name meaning descendant of lakh; A variant of Lakhman which is derived from Lakshman,Boy
Lakhbir,Brave as a Hundred Thousand; Warrior of Lakhs; Defender of Lakhs,Boy
Lakhith,One of many names of Lord Vishnu,Boy
Laksh,Destination. To aim or ashieve something that is targeted,Boy
Lakshak,Ray of Beauty; Hope; One with an aim,Boy
Lakshany,One who achieves; One who aims and reaches his target,Boy
Lakshapati,A variant name of Lakshman; Lord Rama's Brother; One with Auspicious Marks; Descendant of lakhs,Boy
Lakshay,Target; Aim; Goal; Objective; Aspire; Ambition;,Boy
Lakshin,A variant name of Lakshman; Lord Rama's Brother; One with Auspicious Marks; Descendant of lakhs,Boy
Lakshit,Target; Aim; Goal; Objective; Aspire; Ambition;,Boy
Lakshita,"Distinguished; One with a target, aim, goal, objective or ambition in life",Boy
Lakshith,"Person with an aim; One with a target, aim, goal, objective or ambition in life",Boy
Lakshiv,Aim; Goal; Objective; Aspire; Ambition; One of many names of Lord Shiva,Boy
Lakshmana,A variant name of Lakshman; One with Auspicious Marks; Descendant of lakhs,Boy
Lakshmi,Goddess of Wealth; Goddess of Prosperity; Good Fortune;,Boy
Lakshmibalan,One who is blessed with strength of prosperity; One of many names of brother of Lord Rama,Boy
Lakshmibanta,Fortunate; Properous; Rich; Wealthy; One who is blessed with richness,Boy
Lakshmigopal,One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Lakshmikanta,One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Lakshmiprasad,Grace of Goddess Lakshmi; One who is considered a blessing of Goddess Lakshmi,Boy
Lakshna,Characteristic; A Mark or Token; A variant name of Lakshman; One with Auspicious Marks;,Boy
Laksmana,A variant name of Lakshman; Lord Rama's Brother; One with Auspicious Marks; Descendant of lakhs,Boy
Laksmin,A combination of Goddess Lakshmi and Lord Vishnu,Boy
Lakviar,Love for desires;,Boy
Lal,Lovely; Beloved; Dear One; Red Colour; Pampered; Close to heart,Boy
Lalan,Nurturing; Fostering; Encouraging; Developing; To care,Boy
Lalasa,Love; Dove which is bird that symbolises peace; Affection,Boy
Lalat,Name of a Raag; Fortune; Destiny,Boy
Lalataksha,One who has an eye in the forhead; One of many names of Lord Shiva signifying his third eye,Boy
Lalatendu,One who has an eye in the forhead; One of many names of Lord Shiva signifying his third eye,Boy
Lalchandra,Red Moon; Lovely Moon; Beloved Moon,Boy
Lalil,Evening Sun; Radiant and Red setting Sun; Brilliant red like dusk sky,Boy
Lalitendu,Beautiful Moon; Appealing and Attractive like the Moon,Boy
Lalith,Beautiful; Handsome; Appealing; Attractive; Good Looking,Boy
Lalitkumar,Beautiful; Handsome; Appealing; Attractive; Good Looking,Boy
Lalitraj,Beautiful; Handsome; Appealing; Attractive; Good Looking,Boy
Lalitya,Soft; Gentle; Beautiful; Appealing; Attractive; Good Looking,Boy
Lalji,A variant of Lal; Lovely; Beloved; Dear One; Red Colour; Pampered; Close to heart,Boy
Lalkrishna,A pet name for Lord Krishna as a child; Beloved little Krishna;,Boy
Lall,A variant of Lal; Lovely; Beloved; Dear One; Red Colour; Pampered; Close to heart,Boy
Lallan,Nurturing; Fostering; Encouraging; Developing; To care,Boy
Laloo,Innocent; Childlike; Naive,Boy
Lalu,A variant of Lal; Lovely; Beloved; Dear One; Red Colour; Pampered; Close to heart,Boy
Lambakarna,Large-eared Lord; One of many names of Lord Ganesh signifying his form with long ears,Boy
Langhar,A variant spelling of Langar which is name of a community lunch in Sikh religion,Boy
Langoora,Genus of Monkey; Baboon; The Black face monkey,Boy
Lapaya,One of many names of Lord Ganesh,Boy
Lasa,Saffron; Turmeric,Boy
Laskmibanta,One of many names of Lord Shiva,Boy
Laskmigopal,One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Lataka,A Sage; Saint; Rishi,Boy
Latesh,New; Fresh; Warrior; Defender; Protector; Soldier,Boy
Lathesh,Provider of Happiness; Delight and Joy,Boy
Lathish,Happiness; Delight; Joyful;,Boy
Latish,Truth; Happiness; Joy and Delight,Boy
Laul,Pet; Lovely; Beloved; Dear One; Pampered; Close to heart; A variant of Lal,Boy
Lav,Name of son of Lord Rama; Has a Sanskrit meaning as small particle,Boy
Lavana,"An individual of great beauty, inside and out",Boy
Lavanaa,Lustre; Beautiful; Glossy; Shiny; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Lavanika,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Lavanis,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Lavaraja,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Laveena,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Lavesh,Lovable; A variant of name Lav which means tiny or small particle in Sanskrit,Boy
Lavish,Cute; Lovable; A variant of name Lav which means tiny or small particle in Sanskrit,Boy
Lavit,Onr of many names of Lord Shiva,Boy
Lavith,Onr of many names of Lord Shiva,Boy
Lavnik,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Lavnish,"Lord of Beauty, Elegance and Grace; Handsome, Beautiful and Attractive",Boy
Lavnya,Beauty; Grace; Elegance; Lustre; Appealing and attractive; A derivative from Lavanya which means beauty,Boy
Lavonn,Wood; One with auspicious marks,Boy
Lavraj,Name of son of Lord Rama; Has a Sanskrit meaning as small particle; Beautiful and Attractive,Boy
Lavyansh,Handsome; Beautiful; Appealing; Attractive; Good Looking; A derivative from Lavanya which means beauty,Boy
Laxaminarayan,One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Laxit,Great; Distinct; Distingushed; Eminent; Famous; Renowned,Boy
Laxmanya,Visible Far and Wide; Well Known; Distingushed; Eminent; Famous; Renowned,Boy
Laxmikant,One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Laxmisrinivas,Beautiful; One of many names of Lord Vishnu signifying him as husband of Goddess Lakshmi,Boy
Laxya,"Strong Boy; Labourius Boy; One with an aim, goal or target and who works hard to achieve it",Boy
Laya,Decline; Tranquillity or the Lull after storm; Musical Rhythm,Boy
Layam,Rhythm; Melodious Raga; Tranquillity or the Lull after storm; Musical Rhythm,Boy
Leap,"Good fortune, success.",Boy
Ledari,Strong; Courageous; Mighty; Powerful,Boy
Leeladhar,Capable; One who works miracles; One of many names of Lord Krishna,Boy
Leelakar,Capable; One who works miracles; One of many names of Lord Krishna,Boy
Leelaram,Capable; One who works miracles; One of many names of Lord Ram,Boy
Lehan,A Bengali name meaning one who refuses,Boy
Lehar,Wave;,Boy
Lekhak,An Author; Writer; One who is well versed in writing; Article,Boy
Lekhan,An Author; Writer; One who is well versed in writing; Article,Boy
Lekharaj,An Author; Writer; One who is well versed in writing; Article,Boy
Lekhit,An Author; Writer; One who is well versed in writing; Article,Boy
Lekhraj,A King in Writing; An Author; Writer; One who is well versed in writing; Article,Boy
Lekhraja,A King in Writing; An Author; Writer; One who is well versed in writing; Article,Boy
Lekith,An Author; Writer; One who is well versed in writing; Article,Boy
Lela,Handsome; Beautiful; Appealing; Attractive; Good Looking;,Boy
Lelayamana,Document; Playful; Pleasantly Humorous; Funny and Sportive,Boy
Lepaksh,A variant of name Lepakshi which means one with painted eyes,Boy
Leysha,Intelligent; Brilliant; Smart; Clever; Bright,Boy
Leyshya,Intelligent; Brilliant; Smart; Clever; Bright,Boy
Ligu,Shy; Writing; Picture; Portray; A Painting,Boy
Lijesh,Light; Bright; Brilliant; Radiant; Luminant,Boy
Likesh,One of many names of Lord Shiva,Boy
Likha,Written; Learned; One who is well versed in writing,Boy
Likhil,Learned; Educated; Skilled in writing; One of many names of Goddess Saraswati,Boy
Likhit,An Author; Writer; One who is well versed in writing; Article,Boy
Likhita,An Author; Writer; One who is well versed in writing; Article,Boy
Likhith,Written; Learned; One who is well versed in writing,Boy
Likhitha,An Author; Writer; One who is well versed in writing; Article,Boy
Likhitri,An Author; Writer; One who is well versed in writing; Article,Boy
Likilesh,Learned; Educated; Skilled in writing; One of many names of Goddess Saraswati,Boy
Likith,Written; Learned; One who is well versed in writing,Boy
Liladhya,The abode of pleasure; A variant spelling is Leeladhya which means bestower of miracles,Boy
Linga,Mark; Sign; Inference; Male Gender; A deity representation of Lord Shiva,Boy
Lingadevaru,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingaiah,One of many names of Lord Vishnu,Boy
Lingamoorthy,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingamurthy,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingamurti,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingan,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingapandi,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingappa,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingaratnam,A precious gift from Lord Shiva; God's Gift,Boy
Lingasamy,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingesan,One of many names of Lord Shiva representing him in form of Linga,Boy
Lingesh,One of many names of Lord Shiva representing him in form of Linga,Boy
Linu,Sanskrit - Lily; A variant spelling of name is Lynu,Boy
Lishanth,A variant of name Lishan which means award or medal,Boy
Litesh,God of Literature; God of writing; God of learning,Boy
Lithiesh,Aim; Goal; Objective; Aspire; Ambition; One of many names of Lord Shiva,Boy
Loakhan,Man of the World; One of many names of Lord Shiva,Boy
Lobhesh,One of many names of Lord Shiva representing him as supreme power in Universe,Boy
Locana,World; Universe; Earth; Indefinitely great expanse of space; All heavenly bodies,Boy
Logachandran,Moon of the world; Beautiful and Brilliant Radiance of the Universe,Boy
Logaiah,Supreme being of the world; Man of the Universe,Boy
Logesh,Name of a God; One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Logeshwaran,One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Logithan,Leek Garden,Boy
Lohajit,A Diamond; Conqueror of all worldly matters; One who has won over materialistic world,Boy
Lokajit,Conqueror of World; One who has won over the world; Victorious Emperor of the world,Boy
Lokakanta,One of many names of Lord Vishnu signifying him as protector of universe,Boy
Lokakshi,Eye of the world; Eye of the Universe,Boy
Lokamaya,A form of Goddess Durga,Boy
Lokanand,Happiness of the world; Joy of the universe,Boy
Lokanath,Lord of All Worlds; Supreme Being in the Universe,Boy
Lokaniya,Rule of the world; Righteous principles of the world,Boy
Lokapradip,Light of the World; Brilliance and brightness of the world; One of the many names of Lord Brahma,Boy
Lokasundar,Most Handsome person in the world; Attractive and appealing person,Boy
Lokasunder,Most Handsome person in the world; Attractive and appealing person,Boy
Lokavya,One who deserves heaven; One who deserves the world of God,Boy
Lokender,One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Lokendra,One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Lokesha,One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Lokeshwar,One of many names of Lord Shiva considering him as the supreme being of Universe,Boy
Lokhande,A surname of Maharashtrian Origin; A sub-clan of the Bhoite clan of Marathas,Boy
Lokhu,Lucky Person; Well destined; Good Fortune; Blessed,Boy
Lokin,One who possesses the World; Owner of the world; Lord; God,Boy
Lokit,The enlighted being; Lord; God; One who has conquered the materialistic world,Boy
Loknaath,Lord of the World; God of the World; Supreme being of the world,Boy
Lokprasad,Light of the World; Brilliance and brightness of the world; Blessing of the world,Boy
Lokya,Lord of All Worlds; Supreme Being in the Universe,Boy
Lolaksi,"The Power of Lord Ganesha; Brilliance, brightness and radiance of Lord Ganesha",Boy
Lolika,King; Ruler; Emperor; Leader; Chief,Boy
Lomaharshana,Light of the World; Brilliance and brightness of the world; Radiance of the world,Boy
Lomasa,Name of a Rishi; Hairy; Wooly; Shaggy,Boy
Lomesh,Name of a Rishi,Boy
Lopesh,To mingle; To get mixed; To disapper,Boy
Loro,Great Power; Mighty; Strong,Boy
Lovesh,A modern Indian name referring to Love; Lovable Person,Boy
Loveyansh,Part of Lady and Man; Love,Boy
Lovish,Famous Battle; A modern Indian name referring to Love; Lovable Person,Boy
Lovyam,"Sun; Bright, Brilliant, Splendid and Glorious like Sun",Boy
Lubdhaka,Hunter; Covetous or Greedy man; Star Sirius,Boy
Luhit,Name of a River,Boy
Lukesha,King of the Empire; Ruler; Emperor,Boy
Lulaya,Learned; Educated; Skilled in writing;,Boy
Luntha,A Sanskrit name which means a kind of grass in Sanskrit,Boy
Lusha,Saffron; Orangish Yellow,Boy
Lushano,A variant of Lusha which means Saffron,Boy
Lusila,Chief; Leader; Ruler; Head Person,Boy
Luthria,Bearer of Aids; It is also a Surname of Indian Origin used in various cultures,Boy
Luttaka,Beautiful; Attractive; Handsome,Boy
Luvya,Lovable; Beautiful; Handsome; Attractive; Appealing; Pleasing,Boy
Lvanish,The Son of Dhrup; Lovable and Beautiful,Boy
Maadhav,One of many names of Lord Shri Krishna,Boy
Maagh,Name of a Hindu month,Boy
Maaksharth,Precious part of Mother's Heart;,Boy
Maalolan,Name of Deity in Ahobilam; God in temple of Ahobilam; Lord Vishnu as beloved of Goddess Lakshmi,Boy
Maan,Mind; Heart; Soul; From the heart,Boy
Maandhata,Name of an Ancient King; Means he who protects the Jiva or Soul,Boy
Maaniky,Yeda; Enjoyer of the Earth;,Boy
Maanvir,One who is brave and courageous in mind and heart; Fearless Mind,Boy
Maanyasri,A variant of name Maanya which means the respected one; Honorable and Respected person,Boy
Maaran,Brave; Courageous; Powerful and Mighty Knight; Name given to temple musicians of Travancore,Boy
Maartanda,The Sun; Name of one of king of Travancore,Boy
Maavalan,Prosperous; Rich; Wealthy; Well to do; Happy,Boy
Mada,Furthest Point; Illusion; Intoxicator; Strong; Powerful; Hindu Mythological demon created by Sage Chyavana,Boy
Madangopal,One of many names of Lord Shri Krishna signifying him as lover(Intoxicator) of all,Boy
Madanjeet,Victory on Cupid; One who has conquered and won love,Boy
Madanjit,Victory on Cupid; One who has conquered and won love,Boy
Madanmohan,Attractive and Lovable; Pleasing; Appealing; Good Looking,Boy
Madanraj,Attractive and Lovable; Pleasing; Appealing; Good Looking,Boy
Madasami,One of many names of Lord Shiva,Boy
Maddukuri,An Indian Surname used in various cultures but mainly from state of Andhra Pradesh,Boy
